,Title,F,M,MovieID,Rating,No.,MovieID,Genres
2993,Simon Birch (1998),3.661290323,3.585714286,2236,3.608910891,202,2236,Drama
3654,Without Limits (1998),3.642857143,3.566666667,2237,3.590909091,44,2237,Drama
2937,Seven Beauties (Pasqualino Settebellezze) (1976),3.526315789,3.931034483,2238,3.831168831,154,2238,Comedy|Drama
3242,Swept Away (Travolti da un insolito destino nell'azzurro mare d'Agosto) (1975),3.444444444,3.857142857,2239,3.742268041,194,2239,Comedy|Drama
2283,My Bodyguard (1980),3.476923077,3.520231214,2240,3.508403361,238,2240,Drama
698,Class (1983),2.806451613,2.765306122,2241,2.775193798,129,2241,Comedy
1399,"Grandview, U.S.A. (1984)",2,2.6,2242,2.5,6,2242,Drama
533,Broadcast News (1987),3.763358779,3.740037951,2243,3.747782003,2367,2243,Comedy|Drama|Romance
119,"Allnighter, The (1987)",3,1.666666667,2244,1.857142857,14,2244,Comedy|Romance
3671,Working Girl (1988),3.606741573,3.3125,2245,3.414396887,1028,2245,Comedy|Drama
3160,Stars and Bars (1988),2.6,2.777777778,2246,2.714285714,14,2246,Comedy
2094,Married to the Mob (1988),3.263157895,3.015936255,2247,3.093150685,365,2247,Comedy
2896,Say Anything... (1989),4.129449838,3.960330579,2248,4.01750547,2742,2248,Comedy|Drama|Romance
2282,My Blue Heaven (1990),3.089285714,3.224043716,2249,3.192468619,239,2249,Comedy
2139,Men Don't Leave (1990),3.130434783,3.153846154,2250,3.14516129,62,2250,Drama
578,"Cabinet of Dr. Ramirez, The (1991)",3,4,2251,3.5,2,2251,Comedy
1530,Hero (1992),2.976190476,3.027777778,2252,3.016129032,372,2252,Comedy|Drama
3413,Toys (1992),2.806818182,2.502840909,2253,2.563636364,1320,2253,Action|Comedy|Fantasy
667,Choices (1981),,2,2254,2,1,2254,Drama
3692,Young Doctors in Love (1982),1.923076923,2.742424242,2255,2.607594937,79,2255,Comedy
2514,Parasite (1982),1,2.5,2256,2.375,48,2256,Horror|Sci-Fi
2394,No Small Affair (1984),2.833333333,3,2257,2.941176471,34,2257,Comedy|Romance
2106,Master Ninja I (1984),2,4,2258,3,2,2258,Action
424,Blame It on Rio (1984),2.486486486,2.768292683,2259,2.71641791,402,2259,Comedy|Romance
3647,Wisdom (1986),2.727272727,2.815789474,2260,2.795918367,98,2260,Action|Crime
2449,One Crazy Summer (1986),3.390243902,3.308333333,2261,3.329192547,161,2261,Comedy
39,About Last Night... (1986),3.188679245,3.140909091,2262,3.156441718,978,2262,Comedy|Drama|Romance
2944,"Seventh Sign, The (1988)",3.276595745,3.0390625,2263,3.102857143,175,2263,Thriller
3570,We're No Angels (1989),2.75,2.552238806,2264,2.590361446,83,2264,Drama
2405,Nothing But Trouble (1991),1.923076923,2.014285714,2265,2,166,2265,Adventure|Comedy
570,"Butcher's Wife, The (1991)",2.9,2.847619048,2266,2.871794872,390,2266,Comedy|Romance
2227,Mortal Thoughts (1991),2.916666667,2.96,2267,2.945945946,148,2267,Mystery|Thriller
1149,"Few Good Men, A (1992)",3.891385768,3.944584383,2268,3.931196984,2122,2268,Crime|Drama
1680,Indecent Proposal (1993),2.777777778,2.720779221,2269,2.737327189,217,2269,Drama
2552,Permanent Midnight (1998),3.214285714,3.306451613,2271,3.289473684,76,2271,Drama
2458,One True Thing (1998),3.450980392,3.459016393,2272,3.455357143,112,2272,Drama
2865,Rush Hour (1998),3.631067961,3.553435115,2273,3.566188198,1254,2273,Action|Thriller
3012,Six-String Samurai (1998),2.5,3.476190476,2275,3.366197183,213,2275,Action|Adventure|Sci-Fi
3067,"Soldier's Daughter Never Cries, A (1998)",3.666666667,3.756756757,2276,3.714285714,70,2276,Drama
3080,Somewhere in the City (1997),,2,2277,2,1,2277,Drama
2834,Ronin (1998),3.219047619,3.573466476,2278,3.527295285,2418,2278,Action|Crime|Thriller
3501,Urban Legend (1998),2.945454545,2.643274854,2279,2.716814159,452,2279,Horror|Thriller
701,Clay Pigeons (1998),3.484848485,3.413043478,2280,3.432,125,2280,Crime
2219,Monument Ave. (1998),4,3.333333333,2281,3.454545455,11,2281,Crime
2537,Pecker (1998),3.705263158,3.438914027,2282,3.518987342,632,2282,Comedy|Drama
2976,"Sheltering Sky, The (1990)",2.764705882,2.977272727,2283,2.918032787,61,2283,Drama
282,Bandit Queen (1994),3.833333333,3.76,2284,3.790697674,43,2284,Drama
1653,If.... (1968),3.888888889,3.888888889,2285,3.888888889,54,2285,Drama
1151,"Fiendish Plot of Dr. Fu Manchu, The (1980)",2.666666667,2.5,2286,2.511627907,43,2286,Comedy
3308,Them! (1954),3.45,3.4375,2287,3.439285714,840,2287,Sci-Fi|Thriller|War
3321,"Thing, The (1982)",3.5,3.825885978,2288,3.785425101,2964,2288,Action|Horror|Sci-Fi|Thriller
2592,"Player, The (1992)",3.948616601,3.968275862,2289,3.963190184,1956,2289,Comedy|Drama
3156,Stardust Memories (1980),3,3.354166667,2290,3.280991736,242,2290,Comedy|Drama
1026,Edward Scissorhands (1990),3.697033898,3.543456543,2291,3.592668024,2946,2291,Drama|Romance
2493,Overnight Delivery (1996),2.125,2.75,2292,2.5,20,2292,Romance
2952,Shadrach (1998),3,3.4,2293,3.24,25,2293,Drama
188,Antz (1998),3.474576271,3.487179487,2294,3.48372093,1290,2294,Animation|Children's
1659,"Impostors, The (1998)",4.045454545,3.711538462,2295,3.810810811,74,2295,Comedy
2366,"Night at the Roxbury, A (1998)",2.068965517,2.460869565,2296,2.381944444,144,2296,Comedy
3586,What Dreams May Come (1998),3.228813559,3.046413502,2297,3.107042254,710,2297,Drama|Romance
3188,Strangeland (1998),2,1.818181818,2298,1.866666667,15,2298,Thriller
307,"Battle of the Sexes, The (1959)",4,3.5,2299,3.75,4,2299,Comedy
2664,"Producers, The (1968)",4.193548387,4.129224652,2300,4.1443769,1316,2300,Comedy|Musical
1549,History of the World: Part I (1981),3.639344262,3.580645161,2301,3.590296496,371,2301,Comedy
2286,My Cousin Vinny (1992),3.831034483,3.76758794,2302,3.784530387,1086,2302,Comedy
2325,Nashville (1975),3.753424658,3.968253968,2303,3.92,650,2303,Drama|Musical
2002,Love Is the Devil (1998),4.333333333,3,2304,3.571428571,7,2304,Drama
3018,Slam (1998),4,3.071428571,2305,3.48,25,2305,Drama
1556,Holy Man (1998),2.352941176,2.520547945,2306,2.488888889,90,2306,Comedy
2457,One Tough Cop (1998),3,2.575757576,2307,2.631578947,76,2307,Action|Drama
914,Detroit 9000 (1973),,2,2308,2,2,2308,Action|Crime
1690,"Inheritors, The (Die Siebtelbauern) (1998)",4.5,,2309,4.5,2,2309,Drama
2173,"Mighty, The (1998)",3.977777778,3.707865169,2310,3.798507463,134,2310,Drama
17,2010 (1984),3.446808511,3.413711584,2311,3.417021277,940,2311,Mystery|Sci-Fi
657,Children of a Lesser God (1986),3.888,3.791262136,2312,3.827794562,331,2312,Drama
1031,"Elephant Man, The (1980)",4.094017094,3.985294118,2313,4.013129103,457,2313,Drama
344,Beloved (1998),3.372093023,2.967213115,2314,3.134615385,104,2314,Drama
521,Bride of Chucky (1998),2.566666667,2.316239316,2315,2.367346939,294,2315,Horror|Thriller
2635,Practical Magic (1998),3.18487395,2.777777778,2316,2.983050847,472,2316,Drama|Romance
92,"Alarmist, The (1997)",,2.625,2317,2.625,8,2317,Comedy
1466,Happiness (1998),3.736842105,3.954918033,2318,3.903125,320,2318,Comedy
201,Apt Pupil (1998),3.088888889,3.112676056,2320,3.106951872,374,2320,Drama|Thriller
2595,Pleasantville (1998),3.704615385,3.693877551,2321,3.696891192,1158,2321,Comedy
3066,Soldier (1998),2.904761905,2.933085502,2322,2.931034483,1450,2322,Action|Adventure|Sci-Fi|Thriller|War
809,"Cruise, The (1998)",4.2,3.9,2323,3.942857143,35,2323,Documentary
1923,Life Is Beautiful (La Vita ï¿ bella) (1997),4.422343324,4.286624204,2324,4.329861111,2304,2324,Comedy|Drama
2470,Orgazmo (1997),3.315789474,3.1,2325,3.134453782,119,2325,Comedy
2969,Shattered Image (1998),2.333333333,3.222222222,2326,3,24,2326,Drama|Thriller
3260,Tales from the Darkside: The Movie (1990),3.166666667,2.806818182,2327,2.85,100,2327,Horror
3508,Vampires (1998),2.785714286,2.862068966,2328,2.849710983,173,2328,Horror
133,American History X (1998),4.181818182,4.240740741,2329,4.2265625,640,2329,Drama
1460,Hands on a Hard Body (1996),3.961538462,4.242424242,2330,4.163043478,92,2330,Documentary
1963,Living Out Loud (1998),3.223529412,3.223404255,2331,3.223463687,358,2331,Comedy|Romance
343,Belly (1998),5,3,2332,3.25,16,2332,Crime|Drama
1359,Gods and Monsters (1998),3.875706215,3.78553616,2333,3.813148789,578,2333,Drama
2989,"Siege, The (1998)",2.966101695,3.152905199,2334,3.124352332,772,2334,Action|Thriller
3562,"Waterboy, The (1998)",2.739130435,2.978658537,2335,2.926190476,420,2335,Comedy
1032,Elizabeth (1998),4.197101449,3.932546374,2336,4.029850746,938,2336,Drama
3515,Velvet Goldmine (1998),3.222222222,3.197530864,2337,3.206349206,126,2337,Drama
1637,I Still Know What You Did Last Summer (1998),2.2,2.204444444,2338,2.203389831,885,2338,Horror|Mystery|Thriller
1639,I'll Be Home For Christmas (1998),3.3,2.705882353,2339,2.925925926,54,2339,Comedy|Romance
2131,Meet Joe Black (1998),3.258064516,3.25,2340,3.252906977,344,2340,Romance
840,Dancing at Lughnasa (1998),3.15,3.375,2341,3.272727273,44,2341,Drama
1472,Hard Core Logo (1996),4.333333333,3.5,2342,3.727272727,11,2342,Comedy
2321,"Naked Man, The (1998)",,2,2343,2,2,2343,Drama
2861,Runaway Train (1985),2.956521739,3.483146067,2344,3.422885572,804,2344,Action|Adventure|Drama|Thriller
905,Desert Bloom (1986),3.5,3.310344828,2345,3.372093023,43,2345,Drama
3171,"Stepford Wives, The (1975)",3.328947368,3.299107143,2346,3.306666667,600,2346,Sci-Fi|Thriller
2620,"Pope of Greenwich Village, The (1984)",3.4,3.776470588,2347,3.736842105,95,2347,Action
2988,Sid and Nancy (1986),3.628865979,3.516908213,2348,3.552631579,304,2348,Drama
2208,Mona Lisa (1986),3.488372093,3.653225806,2349,3.610778443,334,2349,Comedy|Thriller
1495,Heart Condition (1990),3,2.777777778,2350,2.789473684,19,2350,Comedy
2380,Nights of Cabiria (Le Notti di Cabiria) (1957),4.411764706,4.116883117,2351,4.207207207,111,2351,Drama
380,"Big Chill, The (1983)",3.991701245,3.827470687,2352,3.874701671,1676,2352,Comedy|Drama
1047,Enemy of the State (1998),3.657458564,3.693928129,2353,3.687246964,1976,2353,Action|Thriller
2852,"Rugrats Movie, The (1998)",3.104166667,2.612903226,2354,2.780141844,423,2354,Animation|Children's|Comedy
557,"Bug's Life, A (1998)",3.92750533,3.826580227,2355,3.854374633,5109,2355,Animation|Children's|Comedy
627,Celebrity (1998),2.52,3.028169014,2356,2.895833333,96,2356,Comedy
635,Central Station (Central do Brasil) (1998),4.347826087,4.235772358,2357,4.28372093,215,2357,Drama
2895,Savior (1998),3,4.333333333,2358,4,4,2358,Drama
3543,Waking Ned Devine (1998),3.963963964,3.83991684,2359,3.879089616,703,2359,Comedy
626,"Celebration, The (Festen) (1998)",4.307692308,4.307692308,2360,4.307692308,117,2360,Drama
2579,Pink Flamingos (1972),3.205128205,3.25210084,2361,3.240506329,158,2361,Comedy
1342,Glen or Glenda (1953),3.272727273,2.738095238,2362,2.849056604,53,2362,Drama
1361,Godzilla (Gojira) (1954),2.948717949,3.374045802,2363,3.318936877,602,2363,Action|Sci-Fi
1362,Godzilla (Gojira) (1984),2.666666667,2.79245283,2364,2.776859504,242,2364,Action|Sci-Fi
1834,King Kong vs. Godzilla (Kingukongu tai Gojira) (1962),2.44,2.846846847,2365,2.772058824,272,2365,Action|Sci-Fi
1831,King Kong (1933),3.37704918,3.70977918,2366,3.656084656,2268,2366,Action|Adventure|Horror
1832,King Kong (1976),2.565217391,2.790874525,2367,2.757281553,927,2367,Action|Adventure|Horror
1833,King Kong Lives (1986),1.875,1.66,2368,1.689655172,174,2368,Action|Adventure|Horror
910,Desperately Seeking Susan (1985),3.150159744,2.838709677,2369,2.954761905,1680,2369,Comedy|Romance
1034,"Emerald Forest, The (1985)",3.346153846,3.551724138,2370,3.514084507,426,2370,Action|Adventure|Drama
1185,Fletch (1985),3.284482759,3.66873706,2371,3.594323873,599,2371,Comedy
1186,Fletch Lives (1989),3,2.961352657,2372,2.966386555,238,2372,Comedy
2747,Red Sonja (1985),2.64,2.457317073,2373,2.481481481,378,2373,Action|Adventure
1438,Gung Ho (1986),2.846153846,2.946341463,2374,2.930327869,488,2374,Comedy|Drama
2209,"Money Pit, The (1986)",3.064220183,2.83171521,2375,2.892344498,418,2375,Comedy
3526,"View to a Kill, A (1985)",3.55,3.228070175,2376,3.267692308,325,2376,Action
1929,Lifeforce (1985),2.25,2.994152047,2377,2.945355191,366,2377,Horror|Sci-Fi
2606,Police Academy (1984),3.189189189,2.955752212,2378,2.997578692,413,2378,Comedy
2607,Police Academy 2: Their First Assignment (1985),2.720930233,2.307692308,2379,2.386666667,225,2379,Comedy
2608,Police Academy 3: Back in Training (1986),2.268292683,1.967741935,2380,2.030612245,196,2380,Comedy
2609,Police Academy 4: Citizens on Patrol (1987),2.40625,1.802816901,2381,1.913793103,174,2381,Comedy
2610,Police Academy 5: Assignment: Miami Beach (1988),1.935483871,1.722689076,2382,1.766666667,150,2382,Comedy
2611,Police Academy 6: City Under Siege (1989),1.625,1.664,2383,1.657718121,149,2383,Comedy
246,Babe: Pig in the City (1998),3.23030303,3.318435754,2384,3.290630975,1046,2384,Children's|Comedy
1561,Home Fries (1998),2.681818182,2.4875,2385,2.575342466,292,2385,Comedy|Romance
1757,Jerry Springer: Ringmaster (1998),2.083333333,1.936170213,2386,1.966101695,59,2386,Drama
3519,Very Bad Things (1998),2.435897436,2.848314607,2387,2.774193548,434,2387,Comedy|Crime
3167,Steam: The Turkish Bath (Hamam) (1997),4,3.2,2388,3.466666667,30,2388,Drama|Romance
2677,Psycho (1998),2.722222222,2.633333333,2389,2.651515152,792,2389,Crime|Horror|Thriller
1956,Little Voice (1998),3.642857143,3.720588235,2390,3.690909091,330,2390,Comedy
2996,"Simple Plan, A (1998)",3.662337662,3.774957699,2391,3.751677852,1490,2391,Crime|Thriller
1727,Jack Frost (1998),2.555555556,2.119205298,2392,2.234146341,410,2392,Comedy|Drama
3149,Star Trek: Insurrection (1998),3.548387097,3.311859444,2393,3.348203222,1614,2393,Action|Sci-Fi
2651,"Prince of Egypt, The (1998)",3.775510204,3.502314815,2394,3.571675302,1158,2394,Animation|Musical
2866,Rushmore (1998),3.757142857,3.865957447,2395,3.840983607,1220,2395,Comedy
2960,Shakespeare in Love (1998),4.181704261,4.099936346,2396,4.127479949,4738,2396,Comedy|Romance
2105,Mass Appeal (1984),3,3.368421053,2397,3.304347826,23,2397,Drama
2182,Miracle on 34th Street (1947),3.959016393,3.96124031,2398,3.960526316,380,2398,Drama
2884,Santa Claus: The Movie (1985),3.054545455,2.541666667,2399,2.668161435,669,2399,Adventure|Children's|Fantasy
2636,Prancer (1989),2.875,2.851851852,2400,2.860465116,86,2400,Children's|Drama
2500,Pale Rider (1985),3.52173913,3.788927336,2401,3.769230769,312,2401,Western
2722,Rambo: First Blood Part II (1985),2.538461538,2.856353591,2402,2.825436409,802,2402,Action|War
1167,First Blood (1982),3.285714286,3.599447514,2403,3.571788413,397,2403,Action
2721,Rambo III (1988),2.375,2.339350181,2404,2.342192691,602,2404,Action|War
1759,"Jewel of the Nile, The (1985)",3.494252874,3.048096192,2405,3.163447251,2692,2405,Action|Adventure|Comedy|Romance
2828,Romancing the Stone (1984),3.854227405,3.632734531,2406,3.689219331,5380,2406,Action|Adventure|Comedy|Romance
719,Cocoon (1985),3.65470852,3.504469987,2407,3.53777336,2012,2407,Comedy|Sci-Fi
720,Cocoon: The Return (1988),2.82,2.459330144,2408,2.528957529,518,2408,Comedy|Sci-Fi
2820,Rocky II (1979),2.74137931,3.242894057,2409,3.17752809,890,2409,Action|Drama
2821,Rocky III (1982),2.361702128,2.943502825,2410,2.875311721,802,2410,Action|Drama
2822,Rocky IV (1985),2.56097561,2.655688623,2411,2.645333333,750,2411,Action|Drama
2823,Rocky V (1990),1.878787879,2.132780083,2412,2.102189781,548,2412,Action|Drama
715,Clue (1985),3.365079365,3.201892744,2413,3.248306998,886,2413,Comedy|Mystery
3697,Young Sherlock Holmes (1985),3.514705882,3.363344051,2414,3.390501319,1137,2414,Action|Adventure|Mystery
3529,Violets Are Blue... (1986),2.833333333,2.777777778,2415,2.8,30,2415,Drama|Romance
257,Back to School (1986),2.885714286,3.214788732,2416,3.149717514,354,2416,Comedy
1498,Heartburn (1986),3.085714286,2.820512821,2417,2.945945946,148,2417,Comedy|Drama
2406,Nothing in Common (1986),2.653846154,3.202380952,2418,3.072727273,110,2418,Comedy
1083,Extremities (1986),3.578947368,3.06,2419,3.202898551,138,2419,Drama|Thriller
1800,"Karate Kid, The (1984)",3.36,3.4375,2420,3.417849899,493,2420,Drama
1799,"Karate Kid, Part II, The (1986)",2.767676768,2.653439153,2421,2.677148847,1431,2421,Action|Adventure|Drama
1798,"Karate Kid III, The (1989)",2.155555556,2.116182573,2422,2.122377622,858,2422,Action|Adventure|Drama
672,Christmas Vacation (1989),3.316239316,3.668341709,2423,3.588349515,515,2423,Comedy
3691,You've Got Mail (1998),3.542424242,3.275590551,2424,3.380668258,1676,2424,Comedy|Romance
1304,"General, The (1998)",3.5,3.634615385,2425,3.620689655,58,2425,Crime
3310,"Theory of Flight, The (1998)",2.928571429,3,2426,2.962962963,81,2426,Comedy|Drama|Romance
3319,"Thin Red Line, The (1998)",3.277777778,3.417266187,2427,3.398505604,2409,2427,Action|Drama|War
1096,"Faculty, The (1998)",2.831578947,2.765550239,2428,2.777777778,1026,2428,Horror|Sci-Fi
2170,Mighty Joe Young (1998),2.909090909,2.801470588,2429,2.827777778,540,2429,Adventure|Children's|Drama
2169,Mighty Joe Young (1949),3.181818182,3.09009009,2430,3.111111111,432,2430,Adventure|Children's|Drama
2526,Patch Adams (1998),3.473282443,3.008746356,2431,3.137130802,948,2431,Comedy|Drama
3172,Stepmom (1998),3.366197183,2.92,2432,3.136986301,146,2432,Drama
695,"Civil Action, A (1998)",3.391891892,3.349137931,2433,3.359477124,612,2433,Drama
972,Down in the Delta (1998),3.62962963,3.636363636,2434,3.633333333,60,2434,Drama
1616,Hurlyburly (1998),3.260869565,3.026315789,2435,3.080808081,99,2435,Drama
3281,Tea with Mussolini (1999),3.684210526,3.507692308,2436,3.590163934,122,2436,Comedy
3632,Wilde (1997),3.666666667,3.634615385,2437,3.647058824,85,2437,Drama
2490,Outside Ozona (1998),4,,2438,4,2,2438,Drama|Thriller
67,Affliction (1997),3.534482759,3.642857143,2439,3.611111111,198,2439,Drama
184,Another Day in Paradise (1998),3.714285714,3.3,2440,3.361702128,47,2440,Drama
1531,"Hi-Lo Country, The (1998)",2.666666667,3.15,2441,3.038461538,52,2441,Drama|Western
1545,Hilary and Jackie (1998),3.852941176,3.804347826,2442,3.825,160,2442,Drama
2594,Playing by Heart (1998),3.544303797,3.680851064,2443,3.595238095,252,2443,Drama|Romance
18,24 7: Twenty Four Seven (1997),5,3.75,2444,4,10,2444,Comedy|Drama
225,At First Sight (1999),2.612903226,2.930232558,2445,2.797297297,74,2445,Drama
1662,In Dreams (1999),2.47826087,2.575,2446,2.53968254,63,2446,Thriller
3512,Varsity Blues (1999),2.849056604,3.112676056,2447,3.060150376,532,2447,Comedy|Drama
3532,Virus (1999),2.580645161,2.303797468,2448,2.349206349,378,2448,Horror|Sci-Fi
1293,"Garbage Pail Kids Movie, The (1987)",1.818181818,1.380952381,2449,1.53125,64,2449,Adventure|Children's
1603,Howard the Duck (1986),2.074626866,2.103542234,2450,2.099078341,1302,2450,Adventure|Children's|Sci-Fi
1298,"Gate, The (1987)",2.157894737,2.744680851,2451,2.646017699,113,2451,Horror
1296,"Gate II: Trespassers, The (1990)",2,1.666666667,2452,1.684210526,19,2452,Horror
492,"Boy Who Could Fly, The (1986)",3.353846154,3.189189189,2453,3.25,352,2453,Drama|Fantasy
1198,"Fly, The (1958)",3.340659341,3.362467866,2454,3.358333333,960,2454,Horror|Sci-Fi
1199,"Fly, The (1986)",3.239795918,3.485714286,2455,3.440709617,2142,2455,Horror|Sci-Fi
1197,"Fly II, The (1989)",2.257142857,2.321285141,2456,2.313380282,568,2456,Horror|Sci-Fi
